COD_ZONA,CONDICAO_ATIVIDADE,QTD
101,Em Licença Médica,0
101,Aposentado,3579.2253134999974
101,Sem Trabalho,2330.0796539374996
101,Nunca Trabalhou,1095.705578999999
101,Dona de Casa,404.78678125
101,Estudante,3276.613019107143
102,Ocupado,6770.234049783788
102,Faz Bico,129.01194554794503
102,Em Licença Médica,43.00398184931501
102,Aposentado,2100.4511258332186
102,Sem Trabalho,659.0473510600451
102,Nunca Trabalhou,676.7766751931504
102,Dona de Casa,247.06210835616406
102,Estudante,2017.4156786547924
103,Ocupado,1218.0700958062398
103,Faz Bico,9.714859218390808
103,Em Licença Médica,18.49711949425288
103,Aposentado,563.9744007848923
103,Sem Trabalho,102.83831144827587
103,Nunca Trabalhou,131.43650885221678
103,Dona de Casa,89.26216844991791
103,Estudante,488.20628217241386
104,Ocupado,3613.5569191745067
104,Faz Bico,112.41197786597874
104,Em Licença Médica,18.851867628865868
104,Aposentado,840.5811243795982
104,Sem Trabalho,290.85433172459386
104,Nunca Trabalhou,385.3590179727526
104,Dona de Casa,374.3030231502199
104,Estudante,1428.0827359484492
105,Ocupado,7334.044039833086
105,Faz Bico,307.9491626666668
105,Em Licença Médica,44.10007363218386
105,Aposentado,1945.1442650104957
105,Sem Trabalho,763.0918101034476
105,Nunca Trabalhou,831.7839163953026
105,Dona de Casa,552.5304871104446
105,Estudante,2660.3588140844563
106,Ocupado,1372.6167450249964
106,Faz Bico,320.56537779789153
106,Em Licença Médica,30.515932676210973
106,Aposentado,296.8274010818287
106,Sem Trabalho,611.4933138728924
106,Nunca Trabalhou,224.72093893615013
106,Dona de Casa,416.0366814915943
106,Estudante,648.224235540706
107,Ocupado,7902.761356138217
107,Faz Bico,0
107,Em Licença Médica,174.84902108828095
107,Aposentado,1676.047438093693
107,Sem Trabalho,711.2893932286269
107,Nunca Trabalhou,829.9078077312487
107,Dona de Casa,1057.6965722674097
107,Estudante,2860.444193817017
108,Ocupado,1258.1849456451032
108,Faz Bico,441.3704418618879
108,Em Licença Médica,86.89616165139856
108,Aposentado,369.53786813181813
108,Sem Trabalho,399.085007067832
108,Nunca Trabalhou,188.2608336748251
108,Dona de Casa,272.85800623006975
108,Estudante,434.80627463706276
109,Ocupado,44146.525302864364
109,Faz Bico,6741.993745844638
109,Em Licença Médica,139.3640376899998
109,Aposentado,20804.911643640105
109,Sem Trabalho,16763.852344148818
109,Nunca Trabalhou,7786.965607696395
109,Dona de Casa,2714.2730888512747
109,Estudante,21020.14111414475
110,Ocupado,21196.280470955524
110,Faz Bico,3184.628590902339
110,Em Licença Médica,0
110,Aposentado,6353.419720375251
110,Sem Trabalho,3464.6079264261552
110,Nunca Trabalhou,3270.6191776084806
110,Dona de Casa,3068.099427168442
110,Estudante,9913.346661624924
111,Ocupado,21379.890579510735
111,Faz Bico,2410.740948788409
111,Em Licença Médica,0
111,Aposentado,6233.386826848655
111,Sem Trabalho,6875.952983120284
111,Nunca Trabalhou,3134.8904218383364
111,Dona de Casa,2506.6454693439646
111,Estudante,8381.491617778296
112,Ocupado,11023.169396304444
112,Faz Bico,3690.7509891115833
112,Em Licença Médica,0
112,Aposentado,3902.7098869776523
112,Sem Trabalho,4835.7942655299485
112,Nunca Trabalhou,2353.369572430901
112,Dona de Casa,3027.9466054561244
112,Estudante,6318.257097532869
113,Ocupado,10574.417942156462
113,Faz Bico,1066.9909329361622
113,Em Licença Médica,0
113,Aposentado,3538.2464796024724
113,Sem Trabalho,2040.132201543583
113,Nunca Trabalhou,1681.8178380099862
113,Dona de Casa,1395.8930047181025
113,Estudante,3856.504728161965
114,Ocupado,0
114,Faz Bico,0
114,Em Licença Médica,0
114,Aposentado,0
114,Sem Trabalho,0
114,Nunca Trabalhou,0
114,Dona de Casa,0
114,Estudante,0
115,Ocupado,12480.999222638306
115,Faz Bico,4301.740285842238
115,Em Licença Médica,0
115,Aposentado,6002.0365062597475
115,Sem Trabalho,7102.464059685436
115,Nunca Trabalhou,3754.843969044738
115,Dona de Casa,4279.475923384324
115,Estudante,11172.45206548149
116,Ocupado,56203.49836948748
116,Faz Bico,10353.670792294572
116,Em Licença Médica,2736.3842405248156
116,Aposentado,13191.21677564997
116,Sem Trabalho,21136.98390859988
116,Nunca Trabalhou,12580.933855446916
116,Dona de Casa,10433.495079021755
116,Estudante,31270.83241556104
117,Ocupado,20865.70594881568
117,Faz Bico,1851.3315915294124
117,Em Licença Médica,592.2806505098042
117,Aposentado,5095.751214101963
117,Sem Trabalho,14857.691836070593
117,Nunca Trabalhou,4658.511795372551
117,Dona de Casa,6314.837425788239
117,Estudante,9858.874107827454
118,Ocupado,6843.34984614572
118,Faz Bico,1323.822332012165
118,Em Licença Médica,0
118,Aposentado,1247.9584443548117
118,Sem Trabalho,1946.9323232613183
118,Nunca Trabalhou,1217.558225230773
118,Dona de Casa,763.3368447209298
118,Estudante,3409.0444738590622
119,Ocupado,27054.52028814203
119,Faz Bico,5633.750889613636
119,Em Licença Médica,862.2583515000003
119,Aposentado,8168.013984750002
119,Sem Trabalho,13785.770040971587
119,Nunca Trabalhou,7307.958482386356
119,Dona de Casa,5540.831916738638
119,Estudante,18892.888105835227
120,Ocupado,0
120,Faz Bico,0
120,Em Licença Médica,0
120,Aposentado,0
120,Sem Trabalho,0
120,Nunca Trabalhou,0
120,Dona de Casa,0
120,Estudante,0
121,Ocupado,23797.903097675673
121,Faz Bico,9621.53900636198
121,Em Licença Médica,717.4371010000001
121,Aposentado,9565.508067615774
121,Sem Trabalho,13851.143467760869
121,Nunca Trabalhou,8197.336453895346
121,Dona de Casa,7234.104204399899
121,Estudante,17288.01270503235
122,Ocupado,16310.025786206132
122,Faz Bico,3369.283869551798
122,Em Licença Médica,409.1105810909091
122,Aposentado,2925.3963095898525
122,Sem Trabalho,9278.096016910149
122,Nunca Trabalhou,4582.319669073996
122,Dona de Casa,3620.3262700866812
122,Estudante,9458.432819437632
123,Ocupado,15391.35733083331
123,Faz Bico,8565.645739399992
123,Em Licença Médica,0
123,Aposentado,7917.857881333329
123,Sem Trabalho,12053.225913299988
123,Nunca Trabalhou,7601.712359399993
123,Dona de Casa,6610.676156366661
123,Estudante,14925.532314866643
124,Ocupado,27473.28809343816
124,Faz Bico,5038.2792988866
124,Em Licença Médica,726.2520603298971
124,Aposentado,3989.0969689304134
124,Sem Trabalho,5623.606700476806
124,Nunca Trabalhou,5891.938695687502
124,Dona de Casa,2875.020751752578
124,Estudante,13248.520893275132
125,Ocupado,19045.089133591315
125,Faz Bico,5132.10320435047
125,Em Licença Médica,0
125,Aposentado,7365.490623928802
125,Sem Trabalho,6189.164653092789
125,Nunca Trabalhou,3818.0732817225708
125,Dona de Casa,3669.776129443887
125,Estudante,7380.313852517397
126,Ocupado,14423.775405986773
126,Faz Bico,1242.9414848293247
126,Em Licença Médica,0
126,Aposentado,3774.655505703511
126,Sem Trabalho,4324.488467000558
126,Nunca Trabalhou,2169.4516851270546
126,Dona de Casa,1885.612990765914
126,Estudante,6258.0789018671685
127,Ocupado,22252.18390360868
127,Faz Bico,382.21185857142865
127,Em Licença Médica,1091.8790679772255
127,Aposentado,6412.9058637577655
127,Sem Trabalho,6606.57646648447
127,Nunca Trabalhou,4173.834627650103
127,Dona de Casa,2878.9711829296066
127,Estudante,10142.450772830227
128,Ocupado,942.258233211009
128,Faz Bico,16.789849577981688
128,Em Licença Médica,0
128,Aposentado,338.49193837884553
128,Sem Trabalho,135.8176924328119
128,Nunca Trabalhou,95.33331229357819
128,Dona de Casa,87.880835187264
128,Estudante,177.42783352293614
129,Ocupado,2098.823649964932
129,Faz Bico,87.07325074935402
129,Em Licença Médica,102.19064609819122
129,Aposentado,921.5041679891102
129,Sem Trabalho,319.9963293133629
129,Nunca Trabalhou,275.39915153746756
129,Dona de Casa,169.47682670542636
129,Estudante,621.5365464617942
130,Ocupado,1164.7199133050194
130,Faz Bico,204.25001077992283
130,Em Licença Médica,0
130,Aposentado,510.431695451738
130,Sem Trabalho,639.89223092278
130,Nunca Trabalhou,173.98071391891895
130,Dona de Casa,148.30707179922788
130,Estudante,432.41822846332053
131,Ocupado,459.12551699999983
131,Faz Bico,49.34976599999998
131,Em Licença Médica,9.555192
131,Aposentado,246.84810050000007
131,Sem Trabalho,169.03937149999996
131,Nunca Trabalhou,65.202903
131,Dona de Casa,68.46014999999998
131,Estudante,159.41924549999996
132,Ocupado,0
132,Faz Bico,0
132,Em Licença Médica,0
132,Aposentado,0
132,Sem Trabalho,0
132,Nunca Trabalhou,0
132,Dona de Casa,0
132,Estudante,0
133,Ocupado,17665.865036303047
133,Faz Bico,582.9106440000003
133,Em Licença Médica,143.24410833333334
133,Aposentado,6964.711037878791
133,Sem Trabalho,3055.3949185757583
133,Nunca Trabalhou,1936.5311723333339
133,Dona de Casa,1405.5387349090913
133,Estudante,4687.802054000001
134,Ocupado,13510.646461999997
134,Faz Bico,1119.3596171666663
134,Em Licença Médica,185.92573549999992
134,Aposentado,5614.281529416663
134,Sem Trabalho,1070.6030901249997
134,Nunca Trabalhou,1698.2113034374995
134,Dona de Casa,1646.8995142499994
134,Estudante,3981.0768591249976
135,Ocupado,18258.841095587704
135,Faz Bico,498.8739256329116
135,Em Licença Médica,65.78287118055565
135,Aposentado,8507.902344674307
135,Sem Trabalho,1716.804407070149
135,Nunca Trabalhou,2027.9858581689532
135,Dona de Casa,2314.70225089237
135,Estudante,4772.108219934884
136,Ocupado,15204.411861071982
136,Faz Bico,1003.1973959204543
136,Em Licença Médica,0
136,Aposentado,4663.656972568182
136,Sem Trabalho,2286.8924874318177
136,Nunca Trabalhou,2605.21933640909
136,Dona de Casa,1166.8326924356058
136,Estudante,5639.784988443181
137,Ocupado,23881.18285140195
137,Faz Bico,3198.7412575171365
137,Em Licença Médica,0
137,Aposentado,6338.6003590860455
137,Sem Trabalho,5311.035672248834
137,Nunca Trabalhou,3790.890223796448
137,Dona de Casa,1735.8652741530118
137,Estudante,9182.670587662147
138,Ocupado,3299.209343491025
138,Faz Bico,322.9135125320513
138,Em Licença Médica,200.86041500000007
138,Aposentado,1008.5058065333334
138,Sem Trabalho,1018.2006767198719
138,Nunca Trabalhou,629.8107726717949
138,Dona de Casa,196.56955998076924
138,Estudante,1178.9314913852563
139,Ocupado,10969.908522693147
139,Faz Bico,386.7996952741793
139,Em Licença Médica,176.97272329591834
139,Aposentado,2378.161235741793
139,Sem Trabalho,3213.561995953122
139,Nunca Trabalhou,1752.603181908311
139,Dona de Casa,1444.1263519723457
139,Estudante,3986.874044961403
140,Ocupado,22213.659610669216
140,Faz Bico,1654.2458471230757
140,Em Licença Médica,268.9617668307691
140,Aposentado,3782.551322634612
140,Sem Trabalho,6698.848537176921
140,Nunca Trabalhou,3940.131549933332
140,Dona de Casa,1942.4114303461529
140,Estudante,6890.180379834609
141,Ocupado,24766.208435963603
141,Faz Bico,6006.668661062119
141,Em Licença Médica,1480.277437242424
141,Aposentado,9819.205572472723
141,Sem Trabalho,8225.779999478784
141,Nunca Trabalhou,6224.409697059846
141,Dona de Casa,3903.2695978651486
141,Estudante,18850.193111198474
142,Ocupado,29399.58160377835
142,Faz Bico,3798.7556950394273
142,Em Licença Médica,889.3539940752296
142,Aposentado,6649.574042863717
142,Sem Trabalho,5505.743205346767
142,Nunca Trabalhou,5207.4734453854835
142,Dona de Casa,2102.873559559578
142,Estudante,12770.629513322556
143,Ocupado,0
143,Faz Bico,0
143,Em Licença Médica,0
143,Aposentado,0
143,Sem Trabalho,0
143,Nunca Trabalhou,0
143,Dona de Casa,0
143,Estudante,0
144,Ocupado,40007.5074248514
144,Faz Bico,8337.266487789777
144,Em Licença Médica,810.6566207727271
144,Aposentado,15072.188480805678
144,Sem Trabalho,12855.78535161408
144,Nunca Trabalhou,6902.263967826504
144,Dona de Casa,4377.031062078266
144,Estudante,16163.287915330819
145,Ocupado,2231.1445140345895
145,Faz Bico,101.32439815408797
145,Em Licença Médica,82.77143849999999
145,Aposentado,492.6501434150941
145,Sem Trabalho,227.99110193081742
145,Nunca Trabalhou,258.24329806289296
145,Dona de Casa,259.8680203805029
145,Estudante,826.007163273584
146,Ocupado,0
146,Faz Bico,0
146,Em Licença Médica,0
146,Aposentado,0
146,Sem Trabalho,0
146,Nunca Trabalhou,0
146,Dona de Casa,0
146,Estudante,0
147,Ocupado,16611.55341358008
147,Faz Bico,690.39037225
147,Em Licença Médica,269.3753150400001
147,Aposentado,3987.051828647804
147,Sem Trabalho,1285.3892551836047
147,Nunca Trabalhou,2543.94010113366
147,Dona de Casa,2029.871840772439
147,Estudante,6484.434290007483
148,Ocupado,6611.200995098383
148,Faz Bico,3767.114926655045
148,Em Licença Médica,0
148,Aposentado,2860.7745307245864
148,Sem Trabalho,239.07154620535695
148,Nunca Trabalhou,2149.3724546547037
148,Dona de Casa,2777.354692214971
148,Estudante,4464.10837354464
149,Ocupado,0
149,Faz Bico,0
149,Em Licença Médica,0
149,Aposentado,0
149,Sem Trabalho,0
149,Nunca Trabalhou,0
149,Dona de Casa,0
149,Estudante,0
150,Ocupado,16659.086214882136
150,Faz Bico,5029.223902470627
150,Em Licença Médica,881.9088357682815
150,Aposentado,5046.2190824193085
150,Sem Trabalho,6797.573992304872
150,Nunca Trabalhou,5193.300090655945
150,Dona de Casa,4479.73284991171
150,Estudante,7470.954778268178
151,Ocupado,43487.319164858876
151,Faz Bico,2707.1259988510637
151,Em Licença Médica,1302.5094112727265
151,Aposentado,10562.808454795355
151,Sem Trabalho,13074.405753418683
151,Nunca Trabalhou,9379.50945500098
151,Dona de Casa,10087.093141238523
151,Estudante,19028.203692579496
152,Ocupado,13352.815724508011
152,Faz Bico,3226.3006442199503
152,Em Licença Médica,452.4468709565219
152,Aposentado,4214.7257357037915
152,Sem Trabalho,2091.869172088236
152,Nunca Trabalhou,1975.5094361643228
152,Dona de Casa,3716.390881764708
152,Estudante,6138.94003393734
153,Ocupado,7791.304681527025
153,Faz Bico,164.39419284848472
153,Em Licença Médica,0
153,Aposentado,3254.848250219491
153,Sem Trabalho,1346.3909100069604
153,Nunca Trabalhou,1115.5596577903355
153,Dona de Casa,645.6623993554463
153,Estudante,1965.83750581081
154,Ocupado,19127.726704262284
154,Faz Bico,2990.6327167439094
154,Em Licença Médica,346.77957669204994
154,Aposentado,7990.397139170278
154,Sem Trabalho,3564.4308654952783
154,Nunca Trabalhou,2340.158436693419
154,Dona de Casa,2518.561790565635
154,Estudante,6586.312448834912
155,Ocupado,9864.978084228973
155,Faz Bico,1081.5115688311084
155,Em Licença Médica,246.39337630188663
155,Aposentado,4737.266727959807
155,Sem Trabalho,6056.371452396481
155,Nunca Trabalhou,2043.2600038655203
155,Dona de Casa,3266.412524272125
155,Estudante,4945.811115602697
156,Ocupado,17173.981723003923
156,Faz Bico,214.5118848000001
156,Em Licença Médica,257.33747248235295
156,Aposentado,5584.685218639217
156,Sem Trabalho,6383.977054705884
156,Nunca Trabalhou,3081.2111878588235
156,Dona de Casa,2002.5443367882358
156,Estudante,9211.760710811763
157,Ocupado,7871.057370730559
157,Faz Bico,804.2673431665314
157,Em Licença Médica,0
157,Aposentado,2377.28958025236
157,Sem Trabalho,2354.0876167463543
157,Nunca Trabalhou,1243.94158876282
157,Dona de Casa,1037.4361008799588
157,Estudante,3940.9246644612663
158,Ocupado,12335.257023779766
158,Faz Bico,1828.2593540816315
158,Em Licença Médica,1847.9457243750012
158,Aposentado,15177.46623273979
158,Sem Trabalho,6900.128583742349
158,Nunca Trabalhou,4063.1296363392858
158,Dona de Casa,5232.999078883503
158,Estudante,13073.807596882654
159,Ocupado,26171.524944408422
159,Faz Bico,1542.1308703508762
159,Em Licença Médica,0
159,Aposentado,10352.622115046683
159,Sem Trabalho,6017.984047327954
159,Nunca Trabalhou,4312.593509126482
159,Dona de Casa,4649.952386792157
159,Estudante,11124.187195810402
160,Ocupado,12857.698372574352
160,Faz Bico,2798.944287588462
160,Em Licença Médica,2886.395184352565
160,Aposentado,8167.8446802019225
160,Sem Trabalho,5202.854835128206
160,Nunca Trabalhou,3758.8768743910264
160,Dona de Casa,3121.4202257217953
160,Estudante,11877.97338985577
161,Ocupado,21178.002511147733
161,Faz Bico,2193.105961390152
161,Em Licença Médica,238.37343835227273
161,Aposentado,5231.291422452274
161,Sem Trabalho,4618.3488451992425
161,Nunca Trabalhou,3508.51754578106
161,Dona de Casa,3137.7006595500006
161,Estudante,7191.656848337123
162,Ocupado,7809.887408603012
162,Faz Bico,587.7831899821865
162,Em Licença Médica,0
162,Aposentado,1996.7141315900217
162,Sem Trabalho,701.851672543785
162,Nunca Trabalhou,1273.6030643999998
162,Dona de Casa,1170.8154200735
162,Estudante,2301.3450749291587
163,Ocupado,21060.112270295947
163,Faz Bico,1096.0628135226914
163,Em Licença Médica,548.0314067613457
163,Aposentado,8052.588704045981
163,Sem Trabalho,4333.546549132904
163,Nunca Trabalhou,3219.012691487528
163,Dona de Casa,2121.2421823561244
163,Estudante,7088.408715647764
164,Ocupado,3040.992545166667
164,Faz Bico,96.48632059523811
164,Em Licença Médica,53.14674600000008
164,Aposentado,765.2106867023812
164,Sem Trabalho,151.35107325000007
164,Nunca Trabalhou,396.2207708333335
164,Dona de Casa,324.7763271904764
164,Estudante,1020.8134632857146
165,Ocupado,1200.667359860216
165,Faz Bico,279.8364962580646
165,Em Licença Médica,56.23101851612905
165,Aposentado,525.6952740844854
165,Sem Trabalho,184.0707880061444
165,Nunca Trabalhou,215.68925514900155
165,Dona de Casa,231.946583281106
165,Estudante,489.86252294316444
166,Ocupado,17228.49782016267
166,Faz Bico,417.876570078767
166,Em Licença Médica,0
166,Aposentado,4843.617406535958
166,Sem Trabalho,2114.5354632317344
166,Nunca Trabalhou,1877.0311712705457
166,Dona de Casa,2232.213075555935
166,Estudante,4162.223231695203
167,Ocupado,8080.738101525302
167,Faz Bico,321.5853623987341
167,Em Licença Médica,278.23954369620213
167,Aposentado,3147.349721518987
167,Sem Trabalho,984.8885259462022
167,Nunca Trabalhou,867.9527612911386
167,Dona de Casa,837.4591433924044
167,Estudante,2921.7851521012626
168,Ocupado,11380.513028077932
168,Faz Bico,985.5588992467541
168,Em Licença Médica,0
168,Aposentado,3916.1017610389626
168,Sem Trabalho,921.012453662338
168,Nunca Trabalhou,1119.878138233767
168,Dona de Casa,811.8492930389615
168,Estudante,3367.0848972467566
169,Ocupado,12157.051522505326
169,Faz Bico,577.653838908217
169,Em Licença Médica,0
169,Aposentado,3140.1959419083437
169,Sem Trabalho,1177.3644071365645
169,Nunca Trabalhou,1117.7886596361616
169,Dona de Casa,1293.5138163758565
169,Estudante,2996.43012423009
170,Ocupado,12164.021802836127
170,Faz Bico,1195.1027648181814
170,Em Licença Médica,935.0468648181819
170,Aposentado,5149.123698367769
170,Sem Trabalho,6477.92674433884
170,Nunca Trabalhou,2163.969048242646
170,Dona de Casa,1934.3414302943709
170,Estudante,4673.466810944357
171,Ocupado,18804.93024661024
171,Faz Bico,1682.1873684706604
171,Em Licença Médica,0
171,Aposentado,5778.750809738012
171,Sem Trabalho,3319.251454622888
171,Nunca Trabalhou,2600.558826911767
171,Dona de Casa,1466.862809971494
171,Estudante,7013.46214363861
172,Ocupado,7032.878579761385
172,Faz Bico,2371.0886685506034
172,Em Licença Médica,562.25189494226
172,Aposentado,5272.505166018897
172,Sem Trabalho,3363.4250668645323
172,Nunca Trabalhou,2084.1215966168484
172,Dona de Casa,1914.3979801222347
172,Estudante,4187.336318320921
173,Ocupado,10537.064021410479
173,Faz Bico,2050.833343853708
173,Em Licença Médica,0
173,Aposentado,3523.401680606227
173,Sem Trabalho,1987.5544723507314
173,Nunca Trabalhou,1845.3899234642845
173,Dona de Casa,2246.273080622023
173,Estudante,4627.479457633012
174,Ocupado,19901.147864476057
174,Faz Bico,3894.9547705789446
174,Em Licença Médica,315.3896016666664
174,Aposentado,5033.611478709727
174,Sem Trabalho,5131.841302806218
174,Nunca Trabalhou,3745.124926877191
174,Dona de Casa,3107.7218495906413
174,Estudante,7756.2106648979225
175,Ocupado,10540.262286958732
175,Faz Bico,3409.045338606349
175,Em Licença Médica,426.33708922222223
175,Aposentado,4138.631985612699
175,Sem Trabalho,2787.190181253968
175,Nunca Trabalhou,2428.548359365079
175,Dona de Casa,2638.998139853969
175,Estudante,5422.983026377777
176,Ocupado,18235.541451563095
176,Faz Bico,4191.514358937609
176,Em Licença Médica,0
176,Aposentado,6601.347937330304
176,Sem Trabalho,3034.202678998395
176,Nunca Trabalhou,3285.3525388064163
176,Dona de Casa,3128.4634077844917
176,Estudante,8351.5789140344
177,Ocupado,3507.25075322081
177,Faz Bico,746.1675763488023
177,Em Licença Médica,120.28301929729743
177,Aposentado,1030.599723220807
177,Sem Trabalho,1329.00936737889
177,Nunca Trabalhou,714.4871562223364
177,Dona de Casa,1178.0328943243258
177,Estudante,1558.1703376430398
178,Ocupado,0
178,Faz Bico,0
178,Em Licença Médica,0
178,Aposentado,0
178,Sem Trabalho,0
178,Nunca Trabalhou,0
178,Dona de Casa,0
178,Estudante,0
179,Ocupado,0
179,Faz Bico,0
179,Em Licença Médica,0
179,Aposentado,0
179,Sem Trabalho,0
179,Nunca Trabalhou,0
179,Dona de Casa,0
179,Estudante,0
180,Ocupado,31265.24075435854
180,Faz Bico,3006.075827708952
180,Em Licença Médica,0
180,Aposentado,4459.252112651824
180,Sem Trabalho,6905.480014784076
180,Nunca Trabalhou,5060.6090293027455
180,Dona de Casa,6689.44052291408
180,Estudante,13722.899550758442
181,Ocupado,16214.184827180487
181,Faz Bico,3336.6754136542004
181,Em Licença Médica,244.60858348051917
181,Aposentado,4941.759764565961
181,Sem Trabalho,5814.579177857491
181,Nunca Trabalhou,3710.9512425777416
181,Dona de Casa,4409.258762842973
181,Estudante,7927.970940734562
182,Ocupado,14794.637167984265
182,Faz Bico,3105.969339122458
182,Em Licença Médica,417.5583887579266
182,Aposentado,5850.366836653125
182,Sem Trabalho,9748.96467953632
182,Nunca Trabalhou,2860.7087959594373
182,Dona de Casa,1846.765708807274
182,Estudante,8321.037051566158
183,Ocupado,15495.105443080505
183,Faz Bico,3406.2424875233737
183,Em Licença Médica,0
183,Aposentado,6486.911622927265
183,Sem Trabalho,3228.408561077919
183,Nunca Trabalhou,2660.4115169376605
183,Dona de Casa,4897.581707820776
183,Estudante,7484.337397476619
184,Ocupado,8840.084414661576
184,Faz Bico,913.5981047272735
184,Em Licença Médica,163.44376309090921
184,Aposentado,1691.4465306646302
184,Sem Trabalho,4083.7790474346853
184,Nunca Trabalhou,1888.570633452636
184,Dona de Casa,2538.347570623378
184,Estudante,4604.726910643242
185,Ocupado,8259.462517881106
185,Faz Bico,909.8485709630442
185,Em Licença Médica,0
185,Aposentado,3594.662223659427
185,Sem Trabalho,3735.302945964697
185,Nunca Trabalhou,2572.7735035348733
185,Dona de Casa,4580.63757116261
185,Estudante,5476.305100603517
186,Ocupado,4827.235911415123
186,Faz Bico,393.0033726052858
186,Em Licença Médica,0
186,Aposentado,1018.6681090191439
186,Sem Trabalho,1650.3560776227714
186,Nunca Trabalhou,866.371731142173
186,Dona de Casa,923.486106976535
186,Estudante,2067.8772849697557
187,Ocupado,18567.973547037436
187,Faz Bico,3028.4137315411576
187,Em Licença Médica,0
187,Aposentado,4326.242488130824
187,Sem Trabalho,6783.7125931482515
187,Nunca Trabalhou,3634.797266725268
187,Dona de Casa,3580.0616577161663
187,Estudante,8341.809173506932
188,Ocupado,8250.323886013464
188,Faz Bico,2599.4575752227647
188,Em Licença Médica,0
188,Aposentado,3240.709427832433
188,Sem Trabalho,7007.290570677112
188,Nunca Trabalhou,2836.3364042203357
188,Dona de Casa,1253.6936849448903
188,Estudante,5894.180275357821
189,Ocupado,13975.499737283804
189,Faz Bico,3559.696695992015
189,Em Licença Médica,587.6305502306495
189,Aposentado,7006.827712680098
189,Sem Trabalho,6760.077697792857
189,Nunca Trabalhou,3770.9542705165272
189,Dona de Casa,3245.1978094701303
189,Estudante,9819.115104968021
190,Ocupado,14575.292311876476
190,Faz Bico,924.8618934321576
190,Em Licença Médica,214.89191959677433
190,Aposentado,2870.585143559149
190,Sem Trabalho,1863.7048799725808
190,Nunca Trabalhou,2639.092455016528
190,Dona de Casa,3314.624480462458
190,Estudante,7344.945007213134
191,Ocupado,0
191,Faz Bico,0
191,Em Licença Médica,0
191,Aposentado,0
191,Sem Trabalho,0
191,Nunca Trabalhou,0
191,Dona de Casa,0
191,Estudante,0
192,Ocupado,12665.784180452421
192,Faz Bico,2966.559096253819
192,Em Licença Médica,227.925669130435
192,Aposentado,5976.782435619271
192,Sem Trabalho,4048.7545033525266
192,Nunca Trabalhou,3608.7170900787314
192,Dona de Casa,2517.1136680470036
192,Estudante,6941.3576747661555
193,Ocupado,7178.756749454462
193,Faz Bico,1553.4346075302303
193,Em Licença Médica,0
193,Aposentado,2387.039686857411
193,Sem Trabalho,4800.448085353434
193,Nunca Trabalhou,2106.1296918210965
193,Dona de Casa,2602.462219210988
193,Estudante,5036.727562777039
194,Ocupado,5834.697649215144
194,Faz Bico,1468.0949486097563
194,Em Licença Médica,224.9979063414635
194,Aposentado,2855.989563415095
194,Sem Trabalho,3147.0924165839865
194,Nunca Trabalhou,1986.6856353722967
194,Dona de Casa,4491.181026213992
194,Estudante,5836.2610327574785
195,Ocupado,12466.280870178352
195,Faz Bico,2538.9607999278364
195,Em Licença Médica,0
195,Aposentado,4825.470063627493
195,Sem Trabalho,4610.762048386944
195,Nunca Trabalhou,2966.2405317673556
195,Dona de Casa,2620.7399229890048
195,Estudante,7018.539792147082
196,Ocupado,15376.474882863125
196,Faz Bico,1785.102567776732
196,Em Licença Médica,509.55827844339694
196,Aposentado,2893.0142718584943
196,Sem Trabalho,2211.315828132078
196,Nunca Trabalhou,2927.2781207547214
196,Dona de Casa,3701.3637122410328
196,Estudante,6585.884045365343
197,Ocupado,9687.703713814104
197,Faz Bico,1262.2462680865383
197,Em Licença Médica,167.01998066666667
197,Aposentado,1733.9860397708335
197,Sem Trabalho,3616.2805754903857
197,Nunca Trabalhou,2244.0252703790065
197,Dona de Casa,1320.271133471955
197,Estudante,4092.469800330128
198,Ocupado,13221.774139085739
198,Faz Bico,1449.2453396428582
198,Em Licença Médica,496.2547520000004
198,Aposentado,3485.8037056285734
198,Sem Trabalho,1114.30510352381
198,Nunca Trabalhou,2872.571754038095
198,Dona de Casa,1863.1464572857158
198,Estudante,4981.89073394286
199,Ocupado,33001.103804743594
199,Faz Bico,3892.426220230769
199,Em Licença Médica,794.167523692308
199,Aposentado,7394.369007170328
199,Sem Trabalho,21060.51106935531
199,Nunca Trabalhou,8619.568665119043
199,Dona de Casa,7990.299352948716
199,Estudante,18997.520117219785
200,Ocupado,11087.012474396839
200,Faz Bico,2752.228754386659
200,Em Licença Médica,0
200,Aposentado,2807.9715471842974
200,Sem Trabalho,4883.626919966096
200,Nunca Trabalhou,2936.972894118039
200,Dona de Casa,2313.827603272981
200,Estudante,6514.353082773316
201,Ocupado,25157.05809078368
201,Faz Bico,3787.9101398395333
201,Em Licença Médica,1344.1611990692227
201,Aposentado,6528.759604778506
201,Sem Trabalho,6844.930280715678
201,Nunca Trabalhou,5920.853234962531
201,Dona de Casa,8246.154337504311
201,Estudante,16837.17835955477
202,Ocupado,30291.056569839744
202,Faz Bico,6245.174484985251
202,Em Licença Médica,0
202,Aposentado,6982.961109733301
202,Sem Trabalho,6532.477714795585
202,Nunca Trabalhou,6786.512221859437
202,Dona de Casa,7147.143384844894
202,Estudante,13644.667469576832
203,Ocupado,20838.023804565222
203,Faz Bico,2827.5608102177594
203,Em Licença Médica,1312.4847731518921
203,Aposentado,4470.597124754148
203,Sem Trabalho,7995.503763747146
203,Nunca Trabalhou,5044.203802212192
