COD_ZONA,EMPREGOS_POR_CLASSE_ATIVIDADE,QTD
119,Comércio,2145.50060376031
119,Transporte de Carga,0
119,Transporte de Passageiros,0
119,Creditícios Financeiro,264.592971127546
119,Pessoais,1513.13561744318
119,Alimentação,368.011800681818
119,Saúde,0
119,Educação,1224.93089516829
119,Especializado,15.7491573402061
119,Administração Pública,0
119,Outros,5245.88198380272
120,Agrícola,0
120,Construção Civil,0
120,Indústria,0
120,Comércio,0
120,Transporte de Carga,0
120,Transporte de Passageiros,0
120,Creditícios Financeiro,0
120,Pessoais,0
120,Alimentação,0
120,Saúde,0
120,Educação,0
120,Especializado,0
120,Administração Pública,0
120,Outros,0
121,Agrícola,0
121,Construção Civil,3069.64356759454
121,Indústria,64.9913269419355
121,Comércio,1670.10789850401
121,Transporte de Carga,358.7185505
121,Transporte de Passageiros,477.413417877518
121,Creditícios Financeiro,0
121,Pessoais,1893.81788811628
121,Alimentação,1076.1556515
121,Saúde,0
121,Educação,1536.05244168097
121,Especializado,0
121,Administração Pública,0
121,Outros,5543.64348825545
122,Agrícola,0
122,Construção Civil,638.250849818182
122,Indústria,766.160125116279
122,Comércio,3163.21359401374
122,Transporte de Carga,0
122,Transporte de Passageiros,731.522104071882
122,Creditícios Financeiro,0
122,Pessoais,1587.66130690909
122,Alimentação,0
122,Saúde,295.093405090909
122,Educação,1974.50493580647
122,Especializado,14.6293073600001
122,Administração Pública,0
122,Outros,438.483681090909
123,Agrícola,0
123,Construção Civil,1049.16310106667
123,Indústria,176.31536
123,Comércio,1049.16310106667
123,Transporte de Carga,572.966488599999
123,Transporte de Passageiros,358.7185505
123,Creditícios Financeiro,0
123,Pessoais,0
123,Alimentação,1154.0243858
123,Saúde,0
123,Educação,1314.2166509683
123,Especializado,524.581550533333
123,Administração Pública,0
123,Outros,3408.75076309272
124,Agrícola,0
124,Construção Civil,447.416254226804
124,Indústria,2993.03681847583
124,Comércio,1545.44028230248
124,Transporte de Carga,447.416254226804
124,Transporte de Passageiros,202.98942242268
124,Creditícios Financeiro,0
124,Pessoais,2942.46277801031
124,Alimentação,508.019080216159
124,Saúde,320.503362032388
124,Educação,3278.53227995746
124,Especializado,301.271239913793
124,Administração Pública,0
124,Outros,4671.40941052131
125,Agrícola,0
125,Construção Civil,1577.26626177147
125,Indústria,568.073394943521
125,Comércio,2203.1305957906
125,Transporte de Carga,742.49210874138
125,Transporte de Passageiros,1302.77214090658
125,Creditícios Financeiro,0
125,Pessoais,1064.06156241646
125,Alimentação,370.352076527273
125,Saúde,185.9257355
125,Educação,589.624193337329
125,Especializado,466.210032189655
125,Administração Pública,0
125,Outros,3299.86643666794
126,Agrícola,0
126,Construção Civil,286.119834013675
126,Indústria,466.210032189655
126,Comércio,3796.93407437667
126,Transporte de Carga,636.046976383308
126,Transporte de Passageiros,318.495818942307
126,Creditícios Financeiro,0
126,Pessoais,0
126,Alimentação,0
126,Saúde,1065.30805758867
126,Educação,370.352076527273
126,Especializado,1224.09921022554
126,Administração Pública,0
126,Outros,3865.9869027429
127,Agrícola,0
127,Construção Civil,755.604592014076
127,Indústria,4635.52250195658
127,Comércio,4714.24383752609
127,Transporte de Carga,429.426961427357
127,Transporte de Passageiros,0
127,Creditícios Financeiro,29.146046873722
127,Pessoais,282.244966072464
127,Alimentação,1640.7906675877
127,Saúde,523.856061322496
127,Educação,802.565131639636
127,Especializado,873.479749930693
127,Administração Pública,512.615653764771
127,Outros,4689.52090966224
128,Agrícola,0
128,Construção Civil,0
128,Indústria,934.308506944446
128,Comércio,3037.41107552838
128,Transporte de Carga,0
128,Transporte de Passageiros,0
128,Creditícios Financeiro,1140.71816132407
128,Pessoais,1007.24250200479
128,Alimentação,364.570252237339
128,Saúde,2745.52815834615
128,Educação,1496.06135498221
128,Especializado,364.07833384431
128,Administração Pública,0
128,Outros,2602.31439290235
129,Agrícola,0
129,Construção Civil,990.492890551363
129,Indústria,157.405330434906
129,Comércio,3759.43582383373
129,Transporte de Carga,0
129,Transporte de Passageiros,252.527165204439
129,Creditícios Financeiro,83.683025
129,Pessoais,64.3162986172219
129,Alimentação,537.300611655296
129,Saúde,822.837711302946
129,Educação,306.95967153423
129,Especializado,1675.29485411679
129,Administração Pública,255.954024182444
129,Outros,5552.06724828462
130,Agrícola,0
130,Construção Civil,12.3149297142857
130,Indústria,0
130,Comércio,107.624408315124
130,Transporte de Carga,39.5776067567568
130,Transporte de Passageiros,0
130,Creditícios Financeiro,0
130,Pessoais,39.5776067567568
130,Alimentação,39.5776067567568
130,Saúde,0
130,Educação,1176.07784427976
130,Especializado,12.3149297142857
130,Administração Pública,1645.5975791025
130,Outros,786.109094379477
131,Agrícola,0
131,Construção Civil,9.555192
131,Indústria,54.2972110145923
131,Comércio,1199.68831012547
131,Transporte de Carga,40.1930922586207
131,Transporte de Passageiros,3912.62075689263
131,Creditícios Financeiro,0
131,Pessoais,0
131,Alimentação,946.408685461636
131,Saúde,8.39492478899084
131,Educação,79.7706990153775
131,Especializado,343.509164321191
131,Administração Pública,154.177689012432
131,Outros,4158.70928151658
132,Agrícola,0
132,Construção Civil,0
132,Indústria,0
132,Comércio,0
132,Transporte de Carga,0
132,Transporte de Passageiros,9.555192
132,Creditícios Financeiro,410.456283301949
132,Pessoais,0
132,Alimentação,26.572302027027
132,Saúde,488.942311072638
132,Educação,52.0994905558593
132,Especializado,0
132,Administração Pública,1445.87543808792
132,Outros,1437.60240745074
133,Agrícola,0
133,Construção Civil,51.2667109565215
133,Indústria,222.698749242424
133,Comércio,5295.6647217266
133,Transporte de Carga,0
133,Transporte de Passageiros,0
133,Creditícios Financeiro,903.376684566703
133,Pessoais,594.880432323703
133,Alimentação,1484.55603730545
133,Saúde,2355.26079447922
133,Educação,694.338606100008
133,Especializado,2762.51134409915
133,Administração Pública,643.27432224945
133,Outros,5358.08282443205
134,Agrícola,0
134,Construção Civil,405.676288691001
134,Indústria,1288.357923
134,Comércio,1382.71935104167
134,Transporte de Carga,0
134,Transporte de Passageiros,205.1844495
134,Creditícios Financeiro,25.4277676603773
134,Pessoais,1224.4111254075
134,Alimentação,620.059490919816
134,Saúde,2482.15976621856
134,Educação,1465.96113532264
134,Especializado,442.876254720809
134,Administração Pública,0
134,Outros,5163.14890938775
135,Agrícola,0
135,Construção Civil,498.873925632912
135,Indústria,419.583661897222
135,Comércio,2649.19331984262
135,Transporte de Carga,0
135,Transporte de Passageiros,686.261043966245
135,Creditícios Financeiro,340.814307854545
135,Pessoais,397.07318497561
135,Alimentação,2262.08196364312
135,Saúde,2053.58945480113
135,Educação,1038.80662168806
135,Especializado,451.944364187587
135,Administração Pública,0
135,Outros,6646.55419021911
136,Agrícola,0
136,Construção Civil,602.706030461538
136,Indústria,3083.650392529
136,Comércio,3747.83244516897
136,Transporte de Carga,1188.97802416758
136,Transporte de Passageiros,414.230935955145
136,Creditícios Financeiro,649.918899392857
136,Pessoais,285.48038525
136,Alimentação,1973.79138743395
136,Saúde,302.381237261538
136,Educação,581.173031013889
136,Especializado,3754.37712232664
136,Administração Pública,1261.99022044525
136,Outros,5624.19039714801
137,Agrícola,0
137,Construção Civil,887.760180655395
137,Indústria,4240.90453228839
137,Comércio,5535.94764508044
137,Transporte de Carga,732.578752980769
137,Transporte de Passageiros,0
137,Creditícios Financeiro,0
137,Pessoais,1197.79649730378
137,Alimentação,942.59732791817
137,Saúde,196.458509958716
137,Educação,1719.66661195342
137,Especializado,791.778985296291
137,Administração Pública,0
137,Outros,4641.77493043355
138,Agrícola,0
138,Construção Civil,38.4222332307692
138,Indústria,2326.35935494572
138,Comércio,1705.41093013627
138,Transporte de Carga,998.224832411479
138,Transporte de Passageiros,57.71711925
138,Creditícios Financeiro,1474.65539918
138,Pessoais,142.422882884615
138,Alimentação,1676.91443727004
138,Saúde,244.995856528302
138,Educação,281.576050480769
138,Especializado,37.3690656904762
138,Administração Pública,1147.41148285714
138,Outros,1925.37146473946
139,Agrícola,0
139,Construção Civil,301.199868457747
139,Indústria,4366.74749504227
139,Comércio,1872.08463241837
139,Transporte de Carga,0
139,Transporte de Passageiros,85.4089605
139,Creditícios Financeiro,185.9257355
139,Pessoais,269.92786070903
139,Alimentação,0
139,Saúde,2536.60507901163
139,Educação,856.803552586781
139,Especializado,450.525135413715
139,Administração Pública,27.5904795
139,Outros,3214.74948915897
140,Agrícola,0
140,Construção Civil,302.381237261538
140,Indústria,3591.96245515097
140,Comércio,2955.67217112564
140,Transporte de Carga,0
140,Transporte de Passageiros,345.824949492307
140,Creditícios Financeiro,0
140,Pessoais,256.38386125
140,Alimentação,1491.49788758004
140,Saúde,28.2448169047619
140,Educação,1240.82755642873
140,Especializado,134.480883415385
140,Administração Pública,0
140,Outros,5889.36099984801
141,Agrícola,0
141,Construção Civil,1147.95684556177
141,Indústria,379.600491083937
141,Comércio,2589.71395772878
141,Transporte de Carga,259.284895124999
141,Transporte de Passageiros,3452.39679130111
141,Creditícios Financeiro,976.061720768471
141,Pessoais,1424.33075625
141,Alimentação,2813.04382027734
141,Saúde,1038.93536159163
141,Educação,2895.28579100277
141,Especializado,1019.17688078259
141,Administração Pública,387.984008612527
141,Outros,3469.13412449157
142,Agrícola,0
142,Construção Civil,590.73068120926
142,Indústria,1181.46136241852
142,Comércio,3406.99908647672
142,Transporte de Carga,777.198033068461
142,Transporte de Passageiros,1210.97927783323
142,Creditícios Financeiro,0
142,Pessoais,1480.08467528449
142,Alimentação,3589.2278556942
142,Saúde,0
142,Educação,839.259728789394
142,Especializado,590.73068120926
142,Administração Pública,0
142,Outros,4007.52411505098
143,Agrícola,0
143,Construção Civil,0
143,Indústria,0
143,Comércio,0
143,Transporte de Carga,0
143,Transporte de Passageiros,0
143,Creditícios Financeiro,0
143,Pessoais,0
143,Alimentação,0
143,Saúde,0
143,Educação,0
143,Especializado,0
143,Administração Pública,0
143,Outros,0
144,Agrícola,0
144,Construção Civil,2036.39988998285
144,Indústria,554.426140305937
144,Comércio,5787.3944733775
144,Transporte de Carga,0
144,Transporte de Passageiros,3777.04004746869
144,Creditícios Financeiro,114.14416443077
144,Pessoais,3395.33708398199
144,Alimentação,1529.11514805103
144,Saúde,3354.15163584577
144,Educação,899.886651730999
144,Especializado,1921.8918346183
144,Administração Pública,18.7954011764706
144,Outros,6701.32896404112
145,Agrícola,0
145,Construção Civil,321.125763650246
145,Indústria,25.4277676603773
145,Comércio,131.218269471698
145,Transporte de Carga,32.2573894716981
145,Transporte de Passageiros,81.5968174716981
145,Creditícios Financeiro,0
145,Pessoais,87.4383484716981
145,Alimentação,0
145,Saúde,0
145,Educação,49.0155904333333
145,Especializado,0
145,Administração Pública,83.683025
145,Outros,1580.66146404599
146,Agrícola,0
146,Construção Civil,0
146,Indústria,0
146,Comércio,0
146,Transporte de Carga,0
146,Transporte de Passageiros,0
146,Creditícios Financeiro,0
146,Pessoais,0
146,Alimentação,0
146,Saúde,0
146,Educação,0
146,Especializado,0
146,Administração Pública,0
146,Outros,0
147,Agrícola,0
147,Construção Civil,690.39037225
147,Indústria,500.97299025
147,Comércio,2148.71674792279
147,Transporte de Carga,0
147,Transporte de Passageiros,4346.32876286973
147,Creditícios Financeiro,0
147,Pessoais,1363.60688232536
147,Alimentação,1349.06895197561
147,Saúde,0
147,Educação,1165.05744215496
147,Especializado,47.0610739166667
147,Administração Pública,0
147,Outros,1699.30338472412
148,Agrícola,0
148,Construção Civil,291.81959
148,Indústria,644.87793004
148,Comércio,1885.60718325158
148,Transporte de Carga,213.0127803125
148,Transporte de Passageiros,0
148,Creditícios Financeiro,0
148,Pessoais,0
148,Alimentação,728.62597875
148,Saúde,107.2559424
148,Educação,199.085822551609
148,Especializado,426.025560625
148,Administração Pública,0
148,Outros,3339.6380143312
149,Agrícola,0
149,Construção Civil,68.4472176666667
149,Indústria,0
149,Comércio,0
149,Transporte de Carga,0
149,Transporte de Passageiros,0
149,Creditícios Financeiro,0
149,Pessoais,0
149,Alimentação,0
149,Saúde,0
149,Educação,0
149,Especializado,0
149,Administração Pública,0
149,Outros,0
150,Agrícola,0
150,Construção Civil,2950.18216474101
150,Indústria,2475.17094662599
150,Comércio,1342.66937736918
150,Transporte de Carga,405.676288691001
150,Transporte de Passageiros,405.676288691001
150,Creditícios Financeiro,0
150,Pessoais,0
150,Alimentação,873.899663680177
150,Saúde,0
150,Educação,0
150,Especializado,450.499981138827
150,Administração Pública,0
150,Outros,1365.64216468519
151,Agrícola,0
151,Construção Civil,4285.66216295712
151,Indústria,2296.26273269853
151,Comércio,3754.26643353702
151,Transporte de Carga,0
151,Transporte de Passageiros,17.7882294907452
151,Creditícios Financeiro,985.08587217831
151,Pessoais,2259.96556396689
151,Alimentação,835.007721621212
151,Saúde,860.615617643754
151,Educação,425.153075682588
151,Especializado,778.787492893617
151,Administração Pública,92.8312585279288
151,Outros,4419.11321643751
152,Agrícola,0
152,Construção Civil,1006.08629515218
152,Indústria,874.440221834118
152,Comércio,3358.66862331094
152,Transporte de Carga,0
152,Transporte de Passageiros,439.761828
152,Creditícios Financeiro,531.783176823329
152,Pessoais,0
152,Alimentação,1330.83369524702
152,Saúde,1194.95201203072
152,Educação,679.369667713946
152,Especializado,745.237323794118
152,Administração Pública,1055.61266357898
152,Outros,3355.96862090246
153,Agrícola,0
153,Construção Civil,215.5495465869
153,Indústria,0
153,Comércio,633.423268836729
153,Transporte de Carga,0
153,Transporte de Passageiros,344.712607112203
153,Creditícios Financeiro,0
153,Pessoais,439.309765978164
153,Alimentação,1060.71526580851
153,Saúde,3381.39767467558
153,Educação,1469.35642818313
153,Especializado,839.64124520196
153,Administração Pública,556.558858037736
153,Outros,1824.48607813643
154,Agrícola,0
154,Construção Civil,729.796076139214
154,Indústria,4575.87705984479
154,Comércio,942.301062538825
154,Transporte de Carga,530.710253587605
154,Transporte de Passageiros,1598.84353590646
154,Creditícios Financeiro,0
154,Pessoais,122.194942105263
154,Alimentação,1315.03144524582
154,Saúde,199.085822551609
154,Educação,941.123397368932
154,Especializado,881.581484713566
154,Administração Pública,596.5515803125
154,Outros,4728.68761121835
155,Agrícola,0
155,Construção Civil,424.823454574321
155,Indústria,486.856178287456
155,Comércio,1163.08628286792
155,Transporte de Carga,501.728343844053
155,Transporte de Passageiros,255.637622037736
155,Creditícios Financeiro,0
155,Pessoais,255.637622037736
155,Alimentação,262.195090097561
155,Saúde,0
155,Educação,474.035671597341
155,Especializado,0
155,Administração Pública,0
155,Outros,2496.03385157292
156,Agrícola,0
156,Construção Civil,679.6052040323
156,Indústria,1831.63340326816
156,Comércio,3527.50211996502
156,Transporte de Carga,563.729913178164
156,Transporte de Passageiros,0
156,Creditícios Financeiro,195.413630066667
156,Pessoais,439.309765978164
156,Alimentação,987.2671855217
156,Saúde,3324.12087585882
156,Educação,1825.9902223451
156,Especializado,941.14176
156,Administração Pública,1465.29795645853
156,Outros,1830.03888797647
157,Agrícola,0
157,Construção Civil,585.438849871795
157,Indústria,783.45292176923
157,Comércio,1212.4936917712
157,Transporte de Carga,135.550514166667
157,Transporte de Passageiros,135.550514166667
157,Creditícios Financeiro,0
157,Pessoais,152.726710092982
157,Alimentação,550.221344111119
157,Saúde,201.652297368421
157,Educação,1388.23037736842
157,Especializado,271.101028333333
157,Administração Pública,0
157,Outros,1568.92890087039
158,Agrícola,0
158,Construção Civil,274.27998548077
158,Indústria,925.959945656356
158,Comércio,1589.07514199224
158,Transporte de Carga,0
158,Transporte de Passageiros,0
158,Creditícios Financeiro,0
158,Pessoais,0
158,Alimentação,452.06627877551
158,Saúde,462.063398265306
158,Educação,915.983309272013
158,Especializado,934.077628875001
158,Administração Pública,0
158,Outros,2374.25951842771
159,Agrícola,0
159,Construção Civil,1538.59567326617
159,Indústria,6092.87167279685
159,Comércio,5557.91741624662
159,Transporte de Carga,2370.1750680328
159,Transporte de Passageiros,3101.46496150635
159,Creditícios Financeiro,0
159,Pessoais,694.11518868421
159,Alimentação,2751.43049028071
159,Saúde,0
159,Educação,1663.98799020833
159,Especializado,439.138165423423
159,Administração Pública,0
159,Outros,4993.09381162009
160,Agrícola,0
160,Construção Civil,1166.70102797274
160,Indústria,266.050618129032
160,Comércio,1440.46174003887
160,Transporte de Carga,302.158896352941
160,Transporte de Passageiros,442.717958102564
160,Creditícios Financeiro,0
160,Pessoais,135.550514166667
160,Alimentação,787.218425577135
160,Saúde,614.08512216452
160,Educação,1097.66790378848
160,Especializado,1667.58765438708
160,Administração Pública,199.085822551609
160,Outros,4577.31201219735
161,Agrícola,0
161,Construção Civil,493.30163125
161,Indústria,4483.37339861142
161,Comércio,6001.17326312552
161,Transporte de Carga,7442.99996284783
161,Transporte de Passageiros,0
161,Creditícios Financeiro,0
161,Pessoais,490.698479545455
161,Alimentação,2206.53046660258
161,Saúde,5422.58617343486
161,Educação,950.779928333334
161,Especializado,705.715965357143
161,Administração Pública,260.537894453032
161,Outros,4747.89457782834
162,Agrícola,0
162,Construção Civil,1556.30827452445
162,Indústria,4163.59030876689
162,Comércio,4312.06171124938
162,Transporte de Carga,662.40324926129
162,Transporte de Passageiros,0
162,Creditícios Financeiro,302.381237261538
162,Pessoais,294.651500128992
162,Alimentação,2262.33713182726
162,Saúde,478.955115420446
162,Educação,444.060902298948
162,Especializado,0
162,Administração Pública,978.840867289241
162,Outros,2367.52564387549
163,Agrícola,0
163,Construção Civil,554.738711991697
163,Indústria,1470.80902509725
163,Comércio,2066.10363826716
163,Transporte de Carga,2758.60523867524
163,Transporte de Passageiros,1602.62466755744
163,Creditícios Financeiro,530.710253587605
163,Pessoais,48.2431602976191
163,Alimentação,758.400911427673
163,Saúde,0
163,Educação,370.735762549731
163,Especializado,1045.87416679412
163,Administração Pública,631.857953839031
163,Outros,5480.78737860305
164,Agrícola,0
164,Construção Civil,96.4863205952381
164,Indústria,2008.01551666398
164,Comércio,2666.47336115592
164,Transporte de Carga,1734.12358373548
164,Transporte de Passageiros,96.4863205952381
164,Creditícios Financeiro,0
164,Pessoais,43.2639133928571
164,Alimentação,598.789183868853
164,Saúde,14.9602191058824
164,Educação,0
164,Especializado,711.517173840001
164,Administração Pública,111.250214482759
164,Outros,2424.65200433671
165,Agrícola,0
165,Construção Civil,140.577546290323
165,Indústria,25.4314212147048
165,Comércio,8349.2161550823
165,Transporte de Carga,816.798966514615
165,Transporte de Passageiros,44.5716732580645
165,Creditícios Financeiro,0
165,Pessoais,341.81332080828
165,Alimentação,1990.18511481924
165,Saúde,846.602703970587
165,Educação,456.47119958163
165,Especializado,12.3149297142857
165,Administração Pública,304.725841939394
165,Outros,1003.80167000457
166,Agrícola,0
166,Construção Civil,605.820727982522
166,Indústria,940.660657912687
166,Comércio,6957.28326935139
166,Transporte de Carga,0
166,Transporte de Passageiros,914.243447417522
166,Creditícios Financeiro,1488.56117920282
166,Pessoais,842.774746486693
166,Alimentação,2166.08331897401
166,Saúde,2936.43880311057
166,Educação,2903.32692894881
166,Especializado,2635.51698504185
166,Administração Pública,559.926530825277
166,Outros,7402.23247930545
167,Agrícola,0
167,Construção Civil,538.295443696202
167,Indústria,2027.02174276411
167,Comércio,13932.9719588857
167,Transporte de Carga,471.588365294606
167,Transporte de Passageiros,278.785600740839
167,Creditícios Financeiro,578.625139433369
167,Pessoais,1471.21496452611
167,Alimentação,2892.49021193706
167,Saúde,4192.19052066712
167,Educação,2014.5477936575
167,Especializado,4360.37477394718
167,Administração Pública,1436.93036959996
167,Outros,3298.425474712
168,Agrícola,0
168,Construção Civil,516.169447956242
168,Indústria,1503.52171837096
168,Comércio,3114.56031826218
168,Transporte de Carga,0
168,Transporte de Passageiros,429.783334958829
168,Creditícios Financeiro,2494.72792556715
168,Pessoais,889.288248682696
168,Alimentação,802.876905415629
168,Saúde,2499.53142947393
168,Educação,2494.21048497568
168,Especializado,2907.09632373867
168,Administração Pública,1110.03023917188
168,Outros,3396.71820753799
169,Agrícola,0
169,Construção Civil,715.106443243107
169,Indústria,1580.89277956421
169,Comércio,2633.6565148195
169,Transporte de Carga,37.3347245227273
169,Transporte de Passageiros,289.879024898876
169,Creditícios Financeiro,730.75935457972
169,Pessoais,964.225993777017
169,Alimentação,231.276980670018
169,Saúde,2416.79031024448
169,Educação,1315.66857861569
169,Especializado,497.423577394737
169,Administração Pública,1176.84776497675
169,Outros,6438.05118052597
170,Agrícola,0
170,Construção Civil,1343.61125670544
170,Indústria,2169.61644131851
170,Comércio,3932.00868527929
170,Transporte de Carga,840.162384681775
170,Transporte de Passageiros,646.1451292642
170,Creditícios Financeiro,1045.23696393829
170,Pessoais,630.131739749999
170,Alimentação,738.768595588235
170,Saúde,1027.93718476706
170,Educação,1994.9147505313
170,Especializado,643.059449065801
170,Administração Pública,1006.02203837601
170,Outros,3849.8306036683
171,Agrícola,0
171,Construção Civil,900.354542822887
171,Indústria,40.299166
171,Comércio,3155.49948274511
171,Transporte de Carga,613.604924806677
171,Transporte de Passageiros,0
171,Creditícios Financeiro,248.882331229508
171,Pessoais,920.815504156614
171,Alimentação,743.329457663439
171,Saúde,1744.2399754059
171,Educação,1032.98105148548
171,Especializado,1290.89447155973
171,Administração Pública,227.642295295454
171,Outros,3891.84541448364
172,Agrícola,0
172,Construção Civil,867.495105699253
172,Indústria,1649.7402132399
172,Comércio,4541.24361700443
172,Transporte de Carga,0
172,Transporte de Passageiros,0
172,Creditícios Financeiro,106.967304351351
172,Pessoais,450.940951959276
172,Alimentação,117.579264
172,Saúde,431.41065882353
172,Educação,197.403835684685
172,Especializado,705.180742032557
172,Administração Pública,463.824884353846
172,Outros,1876.06038625264
173,Agrícola,0
173,Construção Civil,522.525704089285
173,Indústria,3272.65677544219
173,Comércio,243.957772688312
173,Transporte de Carga,56.6840932912088
173,Transporte de Passageiros,0
173,Creditícios Financeiro,315.389601666666
173,Pessoais,62.3933192380953
173,Alimentação,1375.81225468514
173,Saúde,0
173,Educação,703.655976291346
173,Especializado,210.327249356618
173,Administração Pública,0
173,Outros,2257.47899351169
174,Agrícola,0
174,Construção Civil,1449.37176055555
174,Indústria,1792.52198573046
174,Comércio,1203.98234563876
174,Transporte de Carga,644.475212791842
174,Transporte de Passageiros,0
174,Creditícios Financeiro,0
174,Pessoais,558.536657222222
174,Alimentação,0
174,Saúde,0
174,Educação,869.835904433974
174,Especializado,970.820581763158
174,Administração Pública,0
174,Outros,2616.42620768678
175,Agrícola,0
175,Construção Civil,1462.96781887662
175,Indústria,1720.75800524094
175,Comércio,2772.10525827669
175,Transporte de Carga,291.402212291667
175,Transporte de Passageiros,268.205892742857
175,Creditícios Financeiro,0
175,Pessoais,420.86622847619
175,Alimentação,533.745797555555
175,Saúde,0
175,Educação,0
175,Especializado,275.098415844445
175,Administração Pública,0
175,Outros,2330.06564254169
176,Agrícola,0
176,Construção Civil,799.417529018181
176,Indústria,6198.38520756252
176,Comércio,3547.27149937054
176,Transporte de Carga,201.421296
176,Transporte de Passageiros,464.901281127273
176,Creditícios Financeiro,0
176,Pessoais,0
176,Alimentação,1480.17106831392
176,Saúde,195.822177854545
176,Educação,1237.75096835385
176,Especializado,248.882331229508
176,Administração Pública,0
176,Outros,4303.31191379047
177,Agrícola,0
177,Construção Civil,294.302842648649
177,Indústria,242.437433342173
177,Comércio,489.090034141765
177,Transporte de Carga,40.299166
177,Transporte de Passageiros,355.402732810811
177,Creditícios Financeiro,0
177,Pessoais,0
177,Alimentação,163.580887945946
177,Saúde,40.299166
177,Educação,0
177,Especializado,104.849027513514
177,Administração Pública,0
177,Outros,164.195366648649
178,Agrícola,0
178,Construção Civil,0
178,Indústria,0
178,Comércio,0
178,Transporte de Carga,0
178,Transporte de Passageiros,0
178,Creditícios Financeiro,0
178,Pessoais,0
178,Alimentação,0
178,Saúde,0
178,Educação,1288.64413115513
178,Especializado,0
178,Administração Pública,0
178,Outros,0
179,Agrícola,0
179,Construção Civil,0
179,Indústria,0
179,Comércio,0
179,Transporte de Carga,0
179,Transporte de Passageiros,0
179,Creditícios Financeiro,0
179,Pessoais,0
179,Alimentação,0
179,Saúde,0
179,Educação,0
179,Especializado,0
179,Administração Pública,0
179,Outros,0
180,Agrícola,0
180,Construção Civil,2390.92799919797
180,Indústria,1558.25033935532
180,Comércio,3561.00043884097
180,Transporte de Carga,0
180,Transporte de Passageiros,801.292169682148
180,Creditícios Financeiro,0
180,Pessoais,1521.22107023752
180,Alimentação,963.961315555555
180,Saúde,0
180,Educação,408.359623989513
180,Especializado,218.726105506329
180,Administração Pública,0
180,Outros,3021.41003432022
181,Agrícola,0
181,Construção Civil,215.075054935065
181,Indústria,423.95708614482
181,Comércio,2422.95119560484
181,Transporte de Carga,171.9006064
181,Transporte de Passageiros,244.608583480519
181,Creditícios Financeiro,57.994271
181,Pessoais,646.450403798395
181,Alimentação,792.85391934199
181,Saúde,2996.64344844247
181,Educação,1167.51344012992
181,Especializado,92.3737984
181,Administração Pública,144.098432
181,Outros,3342.35976188553
182,Agrícola,0
182,Construção Civil,242.166751826052
182,Indústria,1987.96066466063
182,Comércio,5565.92146896432
182,Transporte de Carga,874.871086006675
182,Transporte de Passageiros,417.558388757927
182,Creditícios Financeiro,417.558388757927
182,Pessoais,600.322244938402
182,Alimentação,1999.61036211803
182,Saúde,0
182,Educação,869.045404224593
182,Especializado,625.250179934397
182,Administração Pública,328.423791184211
182,Outros,3125.39674124281
183,Agrícola,0
183,Construção Civil,296.2820124
183,Indústria,63.3944689285714
183,Comércio,1722.13505710909
183,Transporte de Carga,0
183,Transporte de Passageiros,625.165779689536
183,Creditícios Financeiro,0
183,Pessoais,739.610640114285
183,Alimentação,185.332376727273
183,Saúde,556.296313153846
183,Educação,729.885611967756
183,Especializado,0
183,Administração Pública,858.954411907376
183,Outros,2031.17470874846
184,Agrícola,0
184,Construção Civil,423.266815454546
184,Indústria,700.38557246488
184,Comércio,1833.60028917898
184,Transporte de Carga,0
184,Transporte de Passageiros,0
184,Creditícios Financeiro,0
184,Pessoais,0
184,Alimentação,140.692558928571
184,Saúde,0
184,Educação,284.789266037682
184,Especializado,0
184,Administração Pública,0
184,Outros,1594.14846551678
185,Agrícola,0
185,Construção Civil,703.548981538665
185,Indústria,0
185,Comércio,1359.78660104781
185,Transporte de Carga,309.995156216216
185,Transporte de Passageiros,206.424504454545
185,Creditícios Financeiro,0
185,Pessoais,0
185,Alimentação,268.857404979592
185,Saúde,323.490493113402
185,Educação,0
185,Especializado,0
185,Administração Pública,0
185,Outros,1843.21227569721
186,Agrícola,0
186,Construção Civil,0
186,Indústria,0
186,Comércio,855.458955918107
186,Transporte de Carga,85.9385555696204
186,Transporte de Passageiros,873.658690198107
186,Creditícios Financeiro,0
186,Pessoais,85.9385555696204
186,Alimentação,129.151053288889
186,Saúde,85.9385555696204
186,Educação,0
186,Especializado,0
186,Administração Pública,0
186,Outros,537.72405035932
187,Agrícola,0
187,Construção Civil,2395.71580190417
187,Indústria,1130.32577997815
187,Comércio,2749.41823143502
187,Transporte de Carga,301.809050810811
187,Transporte de Passageiros,649.050435028547
187,Creditícios Financeiro,0
187,Pessoais,578.669903300203
187,Alimentação,0
187,Saúde,0
187,Educação,188.897693466803
187,Especializado,0
187,Administração Pública,0
187,Outros,1964.6890075788
188,Agrícola,0
188,Construção Civil,608.668641556745
188,Indústria,1074.83496440838
188,Comércio,1094.00576642928
188,Transporte de Carga,70.377489
188,Transporte de Passageiros,524.581550533333
188,Creditícios Financeiro,0
188,Pessoais,357.357952255302
188,Alimentação,1102.51329985767
188,Saúde,1255.35105159178
188,Educação,709.478106857933
188,Especializado,0
188,Administração Pública,0
188,Outros,1501.843065328
189,Agrícola,0
189,Construção Civil,691.109257482955
189,Indústria,0
189,Comércio,803.700941548183
189,Transporte de Carga,237.59129288
189,Transporte de Passageiros,375.952754063674
189,Creditícios Financeiro,0
